"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","ecoregion"
"83",446254,446254,446252,"Species","Gephyrocapsa oceanica","Kamptner, 1943",235955,3,1,"Haptophyta","Isochrysidales","Noelaerhabdaceae","Gephyrocapsa","Gephyrocapsa oceanica","Prymnesiophyceae",NA,NA,NA,"Cocos Islands"
"84",446563,446563,746789,"Species","Gillellus chathamensis","Dawson, 1977",280842,13,2,"Chordata","Perciformes","Dactyloscopidae","Gillellus","Gillellus chathamensis","Actinopteri",TRUE,"VU",NA,"Cocos Islands"
"85",446724,446724,629011,"Species","Globicephala macrorhynchus","Gray, 1846",137096,28,8,"Chordata","Cetartiodactyla","Delphinidae","Globicephala","Globicephala macrorhynchus","Mammalia",TRUE,"DD",NA,"Cocos Islands"
"86",447674,447674,747017,"Species","Gobiomorus maculatus","(Günther, 1859)",280897,1,1,"Chordata","Perciformes","Eleotridae","Gobiomorus","Gobiomorus maculatus","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"87",448800,448800,448799,"Species","Grampus griseus","(G. Cuvier, 1812)",137098,27,11,"Chordata","Cetartiodactyla","Delphinidae","Grampus","Grampus griseus","Mammalia",TRUE,"LC",NA,"Cocos Islands"
"88",449537,449537,747330,"Species","Gymnothorax buroensis","(Bleeker, 1857)",217479,5,2,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax buroensis","Actinopteri",NA,NA,NA,"Cocos Islands"
"89",449554,449554,747330,"Species","Gymnothorax flavimarginatus","(Rüppell, 1830)",217495,7,2,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax flavimarginatus","Actinopteri",NA,NA,NA,"Cocos Islands"
"90",449569,449569,747330,"Species","Gymnothorax javanicus","(Bleeker, 1859)",217502,1,1,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax javanicus","Actinopteri",NA,NA,NA,"Cocos Islands"
"91",449604,449604,747330,"Species","Gymnothorax panamensis","(Steindachner, 1876)",271866,12,2,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax panamensis","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"92",449640,449640,747330,"Species","Gymnothorax undulatus","(Lacepède, 1803)",217508,2,1,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax undulatus","Actinopteri",NA,NA,NA,"Cocos Islands"
"93",450360,450360,636773,"Genus","Halichoeres","Rüppell, 1835",158813,7,1,"Chordata","Perciformes","Labridae","Halichoeres",NA,"Actinopteri",NA,NA,NA,"Cocos Islands"
"94",450361,450361,450360,"Species","Halichoeres adustus","(Gilbert, 1890)",275747,13,2,"Chordata","Perciformes","Labridae","Halichoeres","Halichoeres adustus","Actinopteri",TRUE,"VU",NA,"Cocos Islands"
"95",450376,450376,450360,"Species","Halichoeres chierchiae","Di Caporiacco, 1948",275756,1,1,"Chordata","Perciformes","Labridae","Halichoeres","Halichoeres chierchiae","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"96",450383,450383,450360,"Species","Halichoeres discolor","Bussing, 1983",275762,16,4,"Chordata","Perciformes","Labridae","Halichoeres","Halichoeres discolor","Actinopteri",TRUE,"VU",NA,"Cocos Islands"
"97",450384,450384,450360,"Species","Halichoeres dispilus","(Günther, 1864)",275763,2,1,"Chordata","Perciformes","Labridae","Halichoeres","Halichoeres dispilus","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"98",452183,452183,774532,"Species","Helicosphaera carteri","(Wallich) Kamptner, 1941",235959,3,1,"Haptophyta","Coccosphaerales","Helicosphaeraceae","Helicosphaera","Helicosphaera carteri","Coccolithophyceae",NA,NA,NA,"Cocos Islands"
"99",453271,453271,453265,"Species","Heterocarpus ensifer","A. Milne-Edwards, 1881",107644,1,1,"Arthropoda","Decapoda","Pandalidae","Heterocarpus","Heterocarpus ensifer","Malacostraca",NA,NA,NA,"Cocos Islands"
"100",453337,453337,1011297,"Genus","Heteroconger","Bleeker, 1868",125626,2,1,"Chordata","Anguilliformes","Congridae","Heteroconger",NA,"Actinopteri",NA,NA,NA,"Cocos Islands"
"101",453637,453637,453636,"Species","Heteropriacanthus cruentatus","(Lacepède, 1801)",127004,17,2,"Chordata","Perciformes","Priacanthidae","Heteropriacanthus","Heteropriacanthus cruentatus","Actinopteri",NA,NA,NA,"Cocos Islands"
"102",454195,454195,454194,"Species","Hippoglossina bollmani","Gilbert, 1890",275823,7,2,"Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina bollmani","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"103",454406,454406,746041,"Genus","Hirundichthys","Breder, 1928",125693,1,1,"Chordata","Beloniformes","Exocoetidae","Hirundichthys",NA,"Actinopteri",NA,NA,NA,"Cocos Islands"
"104",454413,454413,454406,"Species","Hirundichthys rondeletii","(Valenciennes, 1847)",126386,5,1,"Chordata","Beloniformes","Exocoetidae","Hirundichthys","Hirundichthys rondeletii","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"105",454414,454414,454406,"Species","Hirundichthys speculiger","(Valenciennes, 1847)",126387,5,2,"Chordata","Beloniformes","Exocoetidae","Hirundichthys","Hirundichthys speculiger","Actinopteri",NA,NA,NA,"Cocos Islands"
"106",456634,456634,456630,"Species","Ichthyapus selachops","(Jordan & Gilbert, 1882)",279113,8,3,"Chordata","Anguilliformes","Ophichthidae","Ichthyapus","Ichthyapus selachops","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"107",457110,457110,457102,"Species","Iniistius pavo","(Valenciennes, 1840)",219004,1,1,"Chordata","Perciformes","Labridae","Iniistius","Iniistius pavo","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"108",457674,457674,489355,"Order","Isopoda","Latreille, 1817",1131,2,1,"Arthropoda","Isopoda",NA,NA,NA,"Malacostraca",NA,NA,NA,"Cocos Islands"
"109",457793,457793,635883,"Species","Isurus oxyrinchus","Rafinesque, 1810",105839,1,1,"Chordata","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus","Elasmobranchii",TRUE,"VU",NA,"Cocos Islands"
"110",458790,458790,458788,"Species","Kogia sima","(Owen, 1866)",159025,7,4,"Chordata","Cetartiodactyla","Kogiidae","Kogia","Kogia sima","Mammalia",TRUE,"DD",NA,"Cocos Islands"
"111",459880,459880,459840,"Species","Lampanyctus omostigma","Gilbert, 1908",272714,1,1,"Chordata","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus omostigma","Actinopteri",NA,NA,NA,"Cocos Islands"
"112",461295,461295,769805,"Species","Lepidochelys olivacea","(Eschscholtz, 1829)",220293,41,10,"Chordata","Testudines","Cheloniidae","Lepidochelys","Lepidochelys olivacea","Reptilia",TRUE,"VU",NA,"Cocos Islands"
"113",461317,461317,461316,"Species","Lepidocybium flavobrunneum","(Smith, 1843)",126863,1,1,"Chordata","Perciformes","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum","Actinopteri",NA,NA,NA,"Cocos Islands"
"114",462702,462702,698274,"Species","Leuckartiara zacae","Bigelow, 1940",221195,1,1,"Cnidaria","Anthoathecata","Pandeidae","Leuckartiara","Leuckartiara zacae","Hydrozoa",NA,NA,NA,"Cocos Islands"
"115",463857,463857,463847,"Species","Liopropoma fasciatum","Bussing, 1980",275942,1,1,"Chordata","Perciformes","Serranidae","Liopropoma","Liopropoma fasciatum","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"116",464872,464872,741049,"Genus","Lophelia","Milne Edwards & Haime, 1849",135095,2,2,"Cnidaria","Scleractinia","Caryophylliidae","Lophelia",NA,"Anthozoa",NA,NA,NA,"Cocos Islands"
"117",464890,464890,464887,"Species","Lophiodes caulinaris","(Garman, 1899)",278525,2,1,"Chordata","Lophiiformes","Lophiidae","Lophiodes","Lophiodes caulinaris","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"118",464904,464904,464901,"Species","Lophiomus setigerus","(Vahl, 1797)",217838,1,1,"Chordata","Lophiiformes","Lophiidae","Lophiomus","Lophiomus setigerus","Actinopteri",NA,NA,NA,"Cocos Islands"
"119",465799,465799,769042,"Species","Luvarus imperialis","Rafinesque, 1810",126974,1,1,"Chordata","Perciformes","Luvaridae","Luvarus","Luvarus imperialis","Actinopteri",NA,NA,NA,"Cocos Islands"
"120",466359,466359,750488,"Species","Lythrypnus dalli","(Gilbert, 1890)",281457,1,1,"Chordata","Perciformes","Gobiidae","Lythrypnus","Lythrypnus dalli","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"121",466404,466404,774490,"Genus","Macandrevia","King, 1859",104046,1,1,"Brachiopoda","Terebratulida","Zeilleriidae","Macandrevia",NA,"Rhynchonellata",NA,NA,NA,"Cocos Islands"
"122",467165,467165,753542,"Genus","Madrepora","Linnaeus, 1758",135123,4,2,"Cnidaria","Scleractinia","Oculinidae","Madrepora",NA,"Anthozoa",NA,NA,NA,"Cocos Islands"
