"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","ecoregion"
"80",612404,612404,420889,"Species","Chelophyes appendiculata","(Eschscholtz, 1829)",135417,NA,NA,1,1,"Cnidaria","Siphonophorae","Diphyidae","Chelophyes","Chelophyes appendiculata","Hydrozoa","Easter Island"
"81",615869,615869,696678,"Species","Conus miliaris","Hwass in Bruguière, 1792",215533,TRUE,"LC",2,1,"Mollusca","Neogastropoda","Conidae","Conus","Conus miliaris","Gastropoda","Easter Island"
"82",615880,615880,696678,"Species","Conus musicus","Hwass in Bruguière, 1792",215435,TRUE,"LC",1,1,"Mollusca","Neogastropoda","Conidae","Conus","Conus musicus","Gastropoda","Easter Island"
"83",616263,616263,426683,"Species","Coralliophila latilirata","Rehder, 1985",549862,NA,NA,1,1,"Mollusca","Neogastropoda","Muricidae","Coralliophila","Coralliophila latilirata","Gastropoda","Easter Island"
"84",618020,618020,696842,"Species","Ctena bella","(Conrad, 1837)",464122,NA,NA,1,1,"Mollusca","Lucinoida","Lucinidae","Ctena","Ctena bella","Bivalvia","Easter Island"
"85",620096,620096,432525,"Species","Delectopecten zacae","(Hertlein, 1935)",391801,NA,NA,1,1,"Mollusca","Pectinoida","Pectinidae","Delectopecten","Delectopecten zacae","Bivalvia","Easter Island"
"86",620624,620624,433514,"Species","Diadema savignyi","(Audouin, 1809)",213375,NA,NA,1,1,"Echinodermata","Diadematoida","Diadematidae","Diadema","Diadema savignyi","Echinoidea","Easter Island"
"87",621354,621354,849990,"Species","Diphyes dispar","Chamisso & Eysenhardt, 1821",135420,NA,NA,1,1,"Cnidaria","Siphonophorae","Diphyidae","Diphyes","Diphyes dispar","Hydrozoa","Easter Island"
"88",622770,622770,697219,"Species","Echinometra insularis","H.L. Clark, 1912",513243,NA,NA,5,1,"Echinodermata","Camarodonta","Echinometridae","Echinometra","Echinometra insularis","Echinoidea","Easter Island"
"89",624579,624579,769892,"Species","Erosaria cernica","(G. B. Sowerby II, 1870)",527781,NA,NA,1,1,"Mollusca","Littorinimorpha","Cypraeidae","Erosaria","Erosaria cernica","Gastropoda","Easter Island"
